area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,525,1.0,1.0,30.36
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1278,2.0,3.0,52.08
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2512,4.0,0.0,112.36
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,919,2.0,1.0,52.88
Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,GrnSpce,2366,4.0,1.0,122.24
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1437,3.0,2.0,128.62
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1008,2.0,0.0,59.56
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,943,3.0,1.0,62.44
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1665,3.0,1.0,142.68
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,582,2.0,1.0,49.21
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1931,3.0,1.0,162.9
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,593,1.0,0.0,57.09
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,2591,4.0,1.0,127.04
Plot  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1794,3.0,2.0,181.72
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1460,4.0,1.0,165.06
Plot  Area,Ready To Move,Kanakapura Road,4 BHK,GrnSpce,2430,4.0,0.0,134.24
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,675,1.0,1.0,38.38
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1105,2.0,1.0,104.88
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1996,4.0,3.0,88.64
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1908,3.0,0.0,107.19
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1889,4.0,3.0,116.54
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1179,2.0,1.0,58.62
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,944,2.0,3.0,63.16
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,GrnSpce,2702,4.0,0.0,337.83
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,956,2.0,3.0,60.17
Built-up  Area,Ready To Move,Bellandur,1 BHK,GrnSpce,535,2.0,3.0,38.31
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1900,4.0,3.0,147.71
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1475,4.0,3.0,66.92
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1035,3.0,1.0,72.03
Plot  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1626,3.0,3.0,168.96
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1783,4.0,2.0,89.04
Super built-up  Area,Ready To Move,Bisuvanahalli,5 BHK,GrnSpce,3522,5.0,2.0,119.12
Built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,2782,4.0,3.0,192.36
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1047,2.0,2.0,46.28
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1062,2.0,3.0,48.38
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1669,3.0,0.0,74.19
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1859,3.0,1.0,111.28
Carpet  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1038,2.0,3.0,56.35
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1251,2.0,2.0,49.97
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1087,2.0,0.0,99.66
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1184,2.0,3.0,56.42
Built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1451,4.0,0.0,266.04
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,946,3.0,0.0,37.95
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1036,2.0,0.0,121.7
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1178,2.0,2.0,51.99
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1510,3.0,0.0,68.73
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1156,2.0,1.0,50.22
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1824,4.0,2.0,81.38
Super built-up  Area,Ready To Move,Electronic City Phase II,4 BHK,GrnSpce,2832,4.0,3.0,142.7
Plot  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,737,1.0,3.0,29.08
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1835,3.0,3.0,132.95
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,509,1.0,2.0,48.79
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1957,3.0,3.0,76.65
Built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1597,3.0,2.0,249.44
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,916,2.0,2.0,56.05
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1043,3.0,1.0,107.19
Plot  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1235,2.0,3.0,85.1
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,961,2.0,3.0,75.38
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1536,3.0,3.0,103.21
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2725,4.0,2.0,329.33
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1140,2.0,2.0,76.66
Super built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2558,4.0,1.0,120.94
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1960,4.0,1.0,123.07
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1767,3.0,2.0,124.14
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1542,3.0,1.0,68.23
Super built-up  Area,Ready To Move,Bellandur,4 BHK,GrnSpce,2539,5.0,2.0,219.42
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1473,4.0,2.0,69.19
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1611,3.0,0.0,218.13
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1794,3.0,0.0,122.89
Super built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2644,4.0,0.0,108.72
Super built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,GrnSpce,643,2.0,0.0,83.31
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1639,3.0,2.0,106.74
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1285,2.0,1.0,91.52
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1115,2.0,1.0,59.91
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,913,2.0,3.0,39.87
Carpet  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1011,2.0,2.0,125.92
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1862,4.0,1.0,156.48
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1082,2.0,1.0,49.68
Plot  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1135,2.0,1.0,75.84
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1914,3.0,0.0,244.03
Plot  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1038,3.0,2.0,72.8
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1020,2.0,1.0,113.97
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,944,3.0,0.0,57.34
Carpet  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1055,2.0,0.0,71.49
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1698,3.0,2.0,93.16
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,930,3.0,3.0,73.72
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,GrnSpce,2590,4.0,0.0,300.71
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1659,3.0,1.0,87.64
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1769,3.0,1.0,88.12
Plot  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1539,3.0,3.0,142.22
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1789,3.0,3.0,81.43
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1272,2.0,2.0,86.75
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,3081,4.0,3.0,194.44
Carpet  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1881,3.0,0.0,244.35
Built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,689,1.0,0.0,42.94
Plot  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2210,4.0,3.0,114.71
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1192,2.0,3.0,148.26
Plot  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,704,2.0,1.0,38.34
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1020,2.0,0.0,96.84
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1276,2.0,1.0,64.07
Plot  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1508,3.0,0.0,151.91
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1126,2.0,1.0,126.22
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1239,2.0,2.0,132.47
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1033,2.0,0.0,71.71
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1243,3.0,2.0,156.63
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,983,3.0,0.0,71.8
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1631,4.0,1.0,94.79
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1076,2.0,2.0,54.29
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1764,3.0,3.0,80.27
Carpet  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1617,3.0,0.0,114.94
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1206,2.0,2.0,119.6
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1033,2.0,2.0,74.76
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1157,2.0,3.0,44.76
Carpet  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1119,2.0,1.0,62.11
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1048,2.0,3.0,43.47
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,915,2.0,0.0,78.39
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1636,3.0,0.0,59.22
Super built-up  Area,Ready To Move,Sarjapur Road,4 BHK,GrnSpce,2476,4.0,0.0,158.74
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,950,2.0,2.0,141.48
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1263,3.0,1.0,46.09
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1258,2.0,1.0,52.08
Super built-up  Area,Ready To Move,Bellandur,4 BHK,GrnSpce,2967,4.0,3.0,232.53
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1442,3.0,2.0,77.75
Plot  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,737,1.0,0.0,73.94
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1902,3.0,0.0,69.13
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1123,2.0,1.0,70.47
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,902,3.0,2.0,97.32
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1003,3.0,3.0,48.51
Carpet  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,514,1.0,3.0,35.56
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1987,3.0,0.0,180.65
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1621,3.0,3.0,199.53
Built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1707,3.0,3.0,277.8
Plot  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1414,3.0,1.0,157.65
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1027,2.0,1.0,110.9
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1593,3.0,2.0,84.97
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1970,4.0,2.0,71.84
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1759,3.0,3.0,244.3
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1043,2.0,0.0,96.9
Plot  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1201,2.0,2.0,60.44
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1909,3.0,1.0,112.54
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1451,3.0,1.0,87.02
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1027,3.0,0.0,56.29
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,980,3.0,1.0,106.32
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1197,2.0,0.0,50.11
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1708,3.0,1.0,125.8
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1147,2.0,1.0,45.91
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1076,2.0,2.0,43.76
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1715,3.0,3.0,109.25
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1870,3.0,1.0,79.11
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1488,3.0,2.0,66.34
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1018,2.0,1.0,41.39
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1088,2.0,3.0,71.36
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1838,3.0,1.0,63.63
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,518,2.0,1.0,22.33
Carpet  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1525,3.0,3.0,80.01
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1481,4.0,0.0,76.02
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,983,3.0,0.0,67.33
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1740,3.0,0.0,129.76
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1067,2.0,2.0,46.03
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1211,3.0,1.0,68.2
Plot  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,705,1.0,0.0,36.56
Built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1945,4.0,1.0,132.11
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,986,2.0,3.0,54.25
Built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1124,2.0,2.0,90.97
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1084,3.0,1.0,64.72
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1919,3.0,3.0,265.6
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1540,4.0,0.0,86.32
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1025,2.0,1.0,46.12
Plot  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1833,4.0,0.0,122.92
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1089,2.0,0.0,68.66
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1296,2.0,3.0,190.16
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1788,3.0,0.0,106.49
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1666,4.0,3.0,66.84
Built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1864,3.0,3.0,90.23
Plot  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1914,3.0,2.0,85.85
Super built-up  Area,Ready To Move,Bisuvanahalli,4 BHK,GrnSpce,2680,5.0,0.0,96.99
Plot  Area,Ready To Move,Bisuvanahalli,1 BHK,GrnSpce,628,1.0,3.0,25.82
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1112,3.0,3.0,81.04
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1511,3.0,1.0,107.27
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1944,3.0,0.0,113.48
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1471,3.0,0.0,132.23
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1968,3.0,0.0,81.13
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,588,1.0,0.0,38.11
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1441,4.0,1.0,77.42
Super built-up  Area,Ready To Move,Kanakapura Road,4 BHK,GrnSpce,2210,5.0,2.0,133.41
Plot  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2492,4.0,1.0,294.58
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1802,3.0,1.0,100.74
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1192,3.0,1.0,93.79
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1023,2.0,3.0,47.47
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1629,3.0,0.0,96.8
Super built-up  Area,Ready To Move,Koramangala,1 BHK,GrnSpce,581,1.0,1.0,81.99
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1237,3.0,0.0,73.44
Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1069,2.0,0.0,127.23
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1941,3.0,0.0,131.58
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1266,2.0,0.0,85.66
Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,GrnSpce,2452,4.0,0.0,125.12
Plot  Area,Ready To Move,HSR Layout,4 BHK,GrnSpce,2701,4.0,3.0,265.85
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,GrnSpce,3126,4.0,3.0,194.86
Plot  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1658,3.0,3.0,84.61
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1170,2.0,2.0,82.8
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,910,2.0,2.0,85.92
Built-up  Area,Ready To Move,Electronic City,4 BHK,GrnSpce,2761,4.0,1.0,130.44
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1284,2.0,0.0,79.67
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1023,2.0,1.0,67.87
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1236,2.0,1.0,76.61
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1831,3.0,3.0,115.99
Plot  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1214,2.0,0.0,164.2
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1136,2.0,1.0,150.74
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,994,3.0,2.0,47.39
Built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1702,4.0,2.0,245.77
Super built-up  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,524,1.0,0.0,25.79
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1208,3.0,2.0,89.24
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,977,2.0,1.0,121.32
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1722,4.0,0.0,177.84
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1957,3.0,1.0,88.02
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1188,2.0,1.0,62.9
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,610,1.0,0.0,30.95
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1068,2.0,0.0,48.4
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1017,2.0,2.0,43.4
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1246,2.0,3.0,73.66
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1266,2.0,1.0,144.96
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1658,3.0,1.0,155.96
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1409,4.0,1.0,67.48
Built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1079,2.0,1.0,148.08
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1184,2.0,1.0,174.56
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1068,2.0,2.0,62.79
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1128,2.0,3.0,72.91
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1282,3.0,2.0,77.75
Super built-up  Area,Ready To Move,Kanakapura Road,4 BHK,GrnSpce,2997,4.0,2.0,183.19
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1910,3.0,1.0,108.98
Built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2860,4.0,1.0,414.29
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1168,2.0,2.0,87.67
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1730,3.0,2.0,211.52
Super built-up  Area,Ready To Move,Bellandur,4 BHK,GrnSpce,2554,4.0,0.0,215.41
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1261,2.0,3.0,89.05
Carpet  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1075,3.0,0.0,46.19
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1224,2.0,1.0,81.36
Plot  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,912,2.0,0.0,65.07
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1456,3.0,3.0,96.94
Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,GrnSpce,2609,4.0,2.0,109.14
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1054,2.0,0.0,61.27
Super built-up  Area,Ready To Move,Bellandur,1 BHK,GrnSpce,579,1.0,0.0,44.22
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1950,3.0,3.0,114.05
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1687,3.0,2.0,91.75
Plot  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1497,3.0,2.0,120.95
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,920,2.0,3.0,62.63
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1196,2.0,1.0,82.88
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,966,2.0,1.0,124.81
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1166,3.0,1.0,64.34
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1038,2.0,0.0,49.02
Plot  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1631,3.0,3.0,96.49
Plot  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1502,4.0,1.0,190.89
Carpet  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1783,3.0,2.0,135.94
Super built-up  Area,Ready To Move,Marathahalli,1 BHK,GrnSpce,671,1.0,3.0,42.35
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,992,2.0,1.0,85.39
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1062,2.0,1.0,116.67
Built-up  Area,Ready To Move,Hebbal,4 BHK,GrnSpce,2443,5.0,2.0,226.29
Super built-up  Area,Ready To Move,Koramangala,4 BHK,GrnSpce,2232,4.0,3.0,231.22
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,GrnSpce,2687,5.0,2.0,166.91
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1484,3.0,0.0,69.22
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1244,2.0,0.0,81.25
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1545,3.0,2.0,95.98
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1218,2.0,2.0,53.81
Built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2461,4.0,2.0,134.89
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1742,4.0,0.0,114.1
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1532,4.0,3.0,129.71
Built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1196,2.0,3.0,105.78
Built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2905,5.0,2.0,321.71
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,715,1.0,3.0,96.8
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1296,2.0,3.0,56.72
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1412,3.0,1.0,71.66
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1979,3.0,1.0,285.86
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1766,3.0,0.0,149.51
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1573,3.0,2.0,92.32
