area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,589.0,2.0,2.0,27.97,1,4748.726655348048
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1514.0,3.0,2.0,69.82,3,4611.624834874504
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,949.0,2.0,1.0,50.37,2,5307.692307692308
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1726.0,4.0,3.0,91.59,3,5306.48899188876
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1260.0,2.0,3.0,54.47,2,4323.015873015873
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1250.0,2.0,3.0,61.46,2,4916.8
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1057.0,2.0,1.0,53.7,2,5080.416272469252
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1596.0,3.0,0.0,77.25,3,4840.225563909775
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1666.0,3.0,1.0,81.95,3,4918.967587034814
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2510.0,4.0,3.0,112.64,4,4487.649402390438
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,690.0,1.0,1.0,35.25,1,5108.695652173913
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1401.0,3.0,1.0,67.07,3,4787.294789436117
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,948.0,2.0,0.0,43.14,2,4550.632911392405
Plot  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,706.0,1.0,3.0,35.28,1,4997.167138810199
Carpet  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1296.0,2.0,3.0,57.33,2,4423.611111111111
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1157.0,2.0,0.0,56.47,2,4880.726015557476
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2788.0,4.0,1.0,121.54,4,4359.397417503586
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,953.0,2.0,2.0,46.36,2,4864.637985309549
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1203.0,2.0,2.0,53.5,2,4447.215295095594
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1736.0,4.0,0.0,87.67,3,5050.115207373272
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1504.0,3.0,1.0,74.27,3,4938.164893617021
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1924.0,3.0,3.0,91.65,3,4763.513513513513
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1193.0,2.0,0.0,59.06,2,4950.544844928751
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1025.0,2.0,1.0,47.91,2,4674.1463414634145
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1203.0,2.0,0.0,58.1,2,4829.592684954281
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1873.0,3.0,1.0,92.24,3,4924.7197010144155
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1148.0,2.0,1.0,52.57,2,4579.268292682927
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1148.0,2.0,3.0,59.71,2,5201.219512195122
Built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,664.0,2.0,2.0,29.99,1,4516.566265060241
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,991.0,2.0,2.0,46.33,2,4675.075681130172
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,979.0,2.0,3.0,44.78,2,4574.055158324822
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1223.0,2.0,1.0,58.09,2,4749.795584627964
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1281.0,2.0,3.0,57.07,2,4455.113192818111
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1511.0,3.0,2.0,74.94,3,4959.629384513567
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,952.0,2.0,1.0,47.53,2,4992.64705882353
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1479.0,3.0,1.0,75.18,3,5083.16430020284
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,930.0,2.0,3.0,45.17,2,4856.989247311828
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1956.0,3.0,0.0,94.99,3,4856.339468302658
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,994.0,2.0,3.0,48.79,2,4908.450704225352
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1085.0,2.0,1.0,53.44,2,4925.345622119816
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1024.0,2.0,2.0,48.04,2,4691.40625
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1227.0,2.0,3.0,58.75,2,4788.101059494703
Carpet  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,504.0,1.0,3.0,23.98,1,4757.936507936508
Plot  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,3110.0,4.0,0.0,134.8,4,4334.405144694534
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1132.0,2.0,2.0,53.94,2,4765.017667844523
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1499.0,3.0,1.0,71.29,3,4755.837224816545
Carpet  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,945.0,3.0,3.0,47.57,2,5033.862433862434
Super built-up  Area,Ready To Move,Uttarahalli,5 BHK,GrnSpce,4606.0,5.0,2.0,215.32,5,4674.772036474164
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1114.0,2.0,3.0,49.37,2,4431.777378815081
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1681.0,3.0,1.0,83.46,3,4964.901844140392
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1041.0,2.0,0.0,46.73,2,4488.95292987512
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1075.0,2.0,3.0,48.78,2,4537.674418604651
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1999.0,3.0,1.0,98.93,3,4948.974487243622
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1260.0,2.0,1.0,62.28,2,4942.857142857143
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1429.0,3.0,2.0,66.51,3,4654.303708887334
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2512.0,4.0,0.0,112.36,4,4472.929936305733
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1996.0,4.0,3.0,88.64,3,4440.881763527054
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1179.0,2.0,1.0,58.62,2,4972.010178117049
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1475.0,4.0,3.0,66.92,3,4536.949152542373
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1047.0,2.0,2.0,46.28,2,4420.248328557785
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1769.0,3.0,1.0,88.12,3,4981.3453928773315
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1789.0,3.0,3.0,81.43,3,4551.704863051985
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1003.0,3.0,3.0,48.51,2,4836.490528414755
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1481.0,4.0,0.0,76.02,3,5133.01823092505
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1188.0,2.0,1.0,62.9,2,5294.6127946127945
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,610.0,1.0,0.0,30.95,1,5073.770491803279
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1068.0,2.0,0.0,48.4,2,4531.835205992509
Plot  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1412.0,3.0,1.0,71.66,3,5075.070821529745
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2329.0,4.0,2.0,111.97,4,4807.6427651352515
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1989.0,3.0,0.0,97.85,3,4919.55756661639
Super built-up  Area,Ready To Move,Uttarahalli,5 BHK,GrnSpce,3818.0,5.0,2.0,192.68,5,5046.621267679413
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1467.0,3.0,1.0,69.1,3,4710.29311520109
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1035.0,2.0,3.0,50.8,2,4908.212560386473
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1915.0,3.0,0.0,134.61,3,7029.242819843343
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1240.0,3.0,2.0,88.45,2,7133.064516129032
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1653.0,3.0,0.0,118.58,3,7173.62371445856
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1842.0,3.0,2.0,118.98,3,6459.28338762215
Carpet  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1126.0,2.0,2.0,80.68,2,7165.1865008881
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1001.0,2.0,3.0,64.14,2,6407.592407592408
Plot  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2535.0,4.0,1.0,180.48,4,7119.526627218935
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1112.0,3.0,0.0,80.89,2,7274.280575539568
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1978.0,3.0,2.0,140.21,3,7088.4732052578365
Built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,575.0,1.0,3.0,42.83,1,7448.695652173913
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1934.0,3.0,3.0,124.28,3,6426.059979317477
Built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,3105.0,5.0,2.0,208.34,4,6709.822866344605
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1411.0,3.0,0.0,100.67,3,7134.656272147413
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2935.0,4.0,2.0,221.33,4,7541.056218057922
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1288.0,2.0,2.0,96.31,2,7477.484472049689
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1263.0,3.0,0.0,93.51,2,7403.800475059383
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1594.0,3.0,1.0,120.98,3,7589.711417816813
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,903.0,2.0,1.0,63.62,2,7045.404208194906
Carpet  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,566.0,2.0,3.0,39.83,1,7037.102473498233
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1233.0,2.0,3.0,85.15,2,6905.920519059206
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,643.0,1.0,3.0,48.21,1,7497.667185069984
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1143.0,2.0,0.0,76.1,2,6657.917760279965
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1429.0,3.0,0.0,95.24,3,6664.800559832051
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,928.0,2.0,3.0,62.04,2,6685.3448275862065
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1181.0,2.0,1.0,79.4,2,6723.116003386961
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1968.0,3.0,3.0,131.47,3,6680.386178861789
Plot  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,509.0,1.0,3.0,34.44,1,6766.2082514734775
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1094.0,2.0,3.0,70.07,2,6404.9360146252275
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1052.0,2.0,3.0,67.95,2,6459.125475285171
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1423.0,4.0,2.0,102.24,3,7184.820801124385
Built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,3091.0,4.0,3.0,232.91,4,7535.101908767389
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1481.0,3.0,3.0,107.47,3,7256.58338960162
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1840.0,3.0,2.0,131.51,3,7147.282608695652
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1537.0,3.0,3.0,110.36,3,7180.2212101496425
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1191.0,2.0,1.0,80.31,2,6743.073047858942
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1591.0,3.0,2.0,104.83,3,6588.937774984287
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,947.0,3.0,0.0,67.25,2,7101.372756071805
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1060.0,2.0,1.0,76.08,2,7177.358490566037
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,732.0,1.0,1.0,48.89,1,6678.96174863388
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,733.0,1.0,0.0,55.65,1,7592.087312414734
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1274.0,3.0,1.0,83.79,2,6576.923076923078
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1297.0,3.0,3.0,95.29,2,7346.9545104086355
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1407.0,4.0,3.0,95.28,3,6771.855010660981
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2545.0,4.0,0.0,189.99,4,7465.225933202358
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,627.0,1.0,1.0,46.22,1,7371.610845295056
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1122.0,2.0,0.0,80.13,2,7141.711229946524
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1869.0,3.0,0.0,140.02,3,7491.706795077583
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2872.0,5.0,0.0,190.67,4,6638.927576601672
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1269.0,2.0,3.0,85.46,2,6734.436564223798
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1842.0,3.0,3.0,123.44,3,6701.411509229099
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1297.0,3.0,3.0,91.11,2,7024.672320740169
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1070.0,2.0,2.0,68.89,2,6438.317757009346
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1821.0,3.0,1.0,124.5,3,6836.902800658979
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1861.0,3.0,3.0,136.59,3,7339.602364320258
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1470.0,3.0,2.0,103.54,3,7043.5374149659865
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,948.0,2.0,0.0,63.84,2,6734.177215189873
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1143.0,2.0,2.0,77.7,2,6797.900262467191
Plot  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2242.0,4.0,1.0,170.71,4,7614.183764495986
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1781.0,3.0,1.0,116.91,3,6564.289724873666
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1285.0,2.0,3.0,85.37,2,6643.579766536965
Plot  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2996.0,4.0,1.0,193.35,4,6453.604806408544
Built-up  Area,Ready To Move,Whitefield,5 BHK,GrnSpce,4559.0,5.0,2.0,336.25,5,7375.520947576223
Plot  Area,Ready To Move,Whitefield,5 BHK,GrnSpce,3690.0,6.0,3.0,277.77,5,7527.642276422765
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1080.0,2.0,3.0,72.03,2,6669.444444444444
Built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1709.0,4.0,3.0,120.9,3,7074.312463428906
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1250.0,2.0,3.0,86.35,2,6908.0
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1076.0,2.0,3.0,76.1,2,7072.4907063197015
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1767.0,3.0,3.0,127.2,3,7198.641765704584
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1151.0,2.0,2.0,83.11,2,7220.677671589921
Plot  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,986.0,2.0,3.0,73.27,2,7431.0344827586205
Carpet  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2875.0,4.0,3.0,192.66,4,6701.217391304348
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1250.0,2.0,0.0,95.14,2,7611.2
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1541.0,3.0,0.0,103.78,3,6734.5879299156395
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2652.0,4.0,3.0,167.72,4,6324.283559577677
Built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1491.0,3.0,3.0,98.54,3,6608.98725687458
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1031.0,2.0,2.0,66.67,2,6466.537342386033
Carpet  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,962.0,2.0,3.0,70.89,2,7369.022869022869
Plot  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,624.0,1.0,2.0,41.07,1,6581.7307692307695
Built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1766.0,3.0,2.0,121.5,3,6879.95469988675
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1097.0,2.0,2.0,70.43,2,6420.237010027348
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2751.0,4.0,3.0,197.41,4,7175.9360232642675
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,991.0,2.0,0.0,68.36,2,6898.082744702321
Carpet  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1297.0,2.0,3.0,92.08,2,7099.460292983808
Built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1639.0,3.0,3.0,117.99,3,7198.901769371568
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1027.0,3.0,2.0,75.01,2,7303.797468354432
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1793.0,3.0,0.0,121.95,3,6801.450083658673
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1941.0,3.0,0.0,131.58,3,6778.979907264298
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1170.0,2.0,2.0,82.8,2,7076.923076923077
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1023.0,2.0,1.0,67.87,2,6634.408602150537
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1208.0,3.0,2.0,89.24,2,7387.417218543046
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1168.0,2.0,2.0,87.67,2,7505.993150684932
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1456.0,3.0,3.0,96.94,3,6657.9670329670325
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1196.0,2.0,1.0,82.88,2,6929.765886287625
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,938.0,2.0,3.0,65.5,2,6982.942430703625
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1428.0,4.0,2.0,107.47,3,7525.910364145659
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1748.0,3.0,2.0,115.46,3,6605.263157894737
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1059.0,3.0,1.0,74.71,2,7054.768649669499
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1099.0,2.0,1.0,83.54,2,7601.455868971793
Built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1739.0,3.0,2.0,115.12,3,6619.896492236918
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1231.0,2.0,3.0,88.11,2,7157.595450852965
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1701.0,3.0,2.0,116.79,3,6865.961199294533
Built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2406.0,4.0,3.0,157.28,4,6536.990856192851
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1773.0,3.0,3.0,92.57,3,5221.094190637338
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,901.0,2.0,0.0,44.33,2,4920.088790233074
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1477.0,3.0,0.0,75.9,3,5138.7948544346655
Plot  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1031.0,2.0,1.0,61.36,2,5951.503394762367
Built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1839.0,3.0,1.0,91.05,3,4951.0603588907015
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1901.0,3.0,1.0,102.92,3,5413.992635455023
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,648.0,1.0,2.0,33.69,1,5199.074074074074
Plot  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1473.0,3.0,0.0,82.28,3,5585.8791581805835
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1781.0,3.0,0.0,102.15,3,5735.541830432341
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,974.0,3.0,2.0,51.09,2,5245.379876796715
Plot  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,2845.0,4.0,2.0,150.92,4,5304.745166959578
Plot  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,2651.0,4.0,0.0,136.93,4,5165.2206714447375
Built-up  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,3067.0,5.0,0.0,160.03,4,5217.80241278122
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1070.0,2.0,2.0,58.85,2,5500.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,950.0,2.0,0.0,56.39,2,5935.789473684211
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1213.0,2.0,1.0,65.18,2,5373.454245671888
Plot  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1213.0,2.0,3.0,62.85,2,5181.368507831822
Super built-up  Area,Ready To Move,Yelahanka,5 BHK,GrnSpce,4636.0,6.0,3.0,272.88,5,5886.108714408973
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1937.0,3.0,1.0,102.07,3,5269.4889003613835
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1635.0,4.0,3.0,82.99,3,5075.840978593272
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1632.0,3.0,3.0,95.76,3,5867.64705882353
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1202.0,2.0,3.0,66.39,2,5523.294509151414
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1680.0,3.0,3.0,84.95,3,5056.547619047619
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1795.0,3.0,1.0,90.74,3,5055.153203342618
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1675.0,3.0,0.0,97.03,3,5792.835820895522
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,512.0,1.0,0.0,30.32,1,5921.875
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,2577.0,5.0,2.0,144.68,4,5614.280170741172
Built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1717.0,3.0,3.0,96.53,3,5622.01514269074
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1553.0,3.0,1.0,87.96,3,5663.876368319382
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,916.0,2.0,1.0,47.65,2,5201.965065502183
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1184.0,2.0,2.0,65.66,2,5545.608108108108
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,700.0,2.0,0.0,37.21,1,5315.714285714285
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1570.0,4.0,1.0,85.85,3,5468.152866242038
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,922.0,2.0,2.0,48.88,2,5301.5184381778745
Built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1531.0,3.0,2.0,89.96,3,5875.898105813194
Plot  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,611.0,2.0,0.0,33.37,1,5461.538461538461
Carpet  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1844.0,3.0,2.0,103.36,3,5605.206073752712
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1289.0,3.0,2.0,74.42,2,5773.467804499612
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1280.0,3.0,0.0,64.41,2,5032.03125
Plot  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1695.0,3.0,1.0,84.79,3,5002.3598820059
Plot  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,728.0,1.0,0.0,36.05,1,4951.923076923076
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1296.0,2.0,3.0,71.2,2,5493.827160493827
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1883.0,4.0,3.0,95.12,3,5051.513542219862
Built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1532.0,3.0,1.0,87.18,3,5690.600522193212
Built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,922.0,2.0,2.0,45.86,2,4973.969631236442
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,927.0,2.0,3.0,48.62,2,5244.87594390507
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1273.0,2.0,0.0,69.86,2,5487.824037706206
Plot  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1807.0,4.0,1.0,99.85,3,5525.733259546209
Plot  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1571.0,3.0,0.0,82.75,3,5267.345639719923
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,2548.0,4.0,0.0,139.16,4,5461.538461538462
